r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.3356783793837383,0.33125938855924,75518636.60991172,75.96267851989487,0,27,-79922.88414548617,159903.76829097234,160086.9197189957,23148738705729372e3,4059,4087
